,hashtags,id,name,screen_name,hashtags_count
151,Commonwealth,2189970192,Malawi Government,MalawiGovt,5
152,CommonwealthGames2018,2189970192,Malawi Government,MalawiGovt,1
153,Communications,2189970192,Malawi Government,MalawiGovt,1
154,CongratsQueens,2189970192,Malawi Government,MalawiGovt,1
155,Congratulations,2189970192,Malawi Government,MalawiGovt,4
156,CoronaVirus,2189970192,Malawi Government,MalawiGovt,23
157,Coronavirus,2189970192,Malawi Government,MalawiGovt,3
158,Covid19,2189970192,Malawi Government,MalawiGovt,1
159,Covid_19,2189970192,Malawi Government,MalawiGovt,3
160,CycloneIDAI,2189970192,Malawi Government,MalawiGovt,1
161,CycloneIdai,2189970192,Malawi Government,MalawiGovt,3
162,DEVELOPMENT,2189970192,Malawi Government,MalawiGovt,1
163,DLGFMalawi2019,2189970192,Malawi Government,MalawiGovt,9
164,DPPManifesto,2189970192,Malawi Government,MalawiGovt,1
165,DRC,2189970192,Malawi Government,MalawiGovt,5
166,Dangote,2189970192,Malawi Government,MalawiGovt,1
167,Danish,2189970192,Malawi Government,MalawiGovt,1
168,Darfur,2189970192,Malawi Government,MalawiGovt,1
169,Development,2189970192,Malawi Government,MalawiGovt,2
170,Diesel,2189970192,Malawi Government,MalawiGovt,1
171,DigitalLiteracy,2189970192,Malawi Government,MalawiGovt,1
172,Drone,2189970192,Malawi Government,MalawiGovt,1
173,EDD17,2189970192,Malawi Government,MalawiGovt,1
174,EU,2189970192,Malawi Government,MalawiGovt,1
175,EUintheWorld,2189970192,Malawi Government,MalawiGovt,1
176,Easter,2189970192,Malawi Government,MalawiGovt,3
177,EasterWeekend,2189970192,Malawi Government,MalawiGovt,1
178,Eastern,2189970192,Malawi Government,MalawiGovt,1
179,Ebola,2189970192,Malawi Government,MalawiGovt,1
180,Economy,2189970192,Malawi Government,MalawiGovt,1
181,Education,2189970192,Malawi Government,MalawiGovt,4
182,EducationForAll,2189970192,Malawi Government,MalawiGovt,3
183,Egypt,2189970192,Malawi Government,MalawiGovt,14
184,EgyptInMalawi2018,2189970192,Malawi Government,MalawiGovt,1
185,Egyptian,2189970192,Malawi Government,MalawiGovt,1
186,Eid,2189970192,Malawi Government,MalawiGovt,1
187,ElectionsUpdate,2189970192,Malawi Government,MalawiGovt,1
188,Electricity,2189970192,Malawi Government,MalawiGovt,8
189,ElectricityInterconnector,2189970192,Malawi Government,MalawiGovt,1
190,Elephant,2189970192,Malawi Government,MalawiGovt,1
191,ElephantRock,2189970192,Malawi Government,MalawiGovt,1
192,EndChildMarriage,2189970192,Malawi Government,MalawiGovt,1
193,EndHumanTrafficking,2189970192,Malawi Government,MalawiGovt,1
194,Energy,2189970192,Malawi Government,MalawiGovt,2
195,EnukweniTelecentreOpening,2189970192,Malawi Government,MalawiGovt,1
196,Europe,2189970192,Malawi Government,MalawiGovt,1
197,EuropeDay,2189970192,Malawi Government,MalawiGovt,1
198,EuropeDay2019,2189970192,Malawi Government,MalawiGovt,1
199,ExerciseUmodzi,2189970192,Malawi Government,MalawiGovt,4
200,FLOTUSinAfrica2018,2189970192,Malawi Government,MalawiGovt,5
201,FOCAC,2189970192,Malawi Government,MalawiGovt,1
202,FOCAC2018,2189970192,Malawi Government,MalawiGovt,2
203,FPE2020,2189970192,Malawi Government,MalawiGovt,19
204,Finance,2189970192,Malawi Government,MalawiGovt,1
205,Floods,2189970192,Malawi Government,MalawiGovt,4
206,Food,2189970192,Malawi Government,MalawiGovt,1
207,Football,2189970192,Malawi Government,MalawiGovt,1
208,ForAHealthyNation,2189970192,Malawi Government,MalawiGovt,1
209,France,2189970192,Malawi Government,MalawiGovt,1
210,FreeTrade,2189970192,Malawi Government,MalawiGovt,1
211,Freedom,2189970192,Malawi Government,MalawiGovt,2
212,GC2018,2189970192,Malawi Government,MalawiGovt,11
213,GC2018Netball,2189970192,Malawi Government,MalawiGovt,1
214,Gandhi,2189970192,Malawi Government,MalawiGovt,1
215,Germany,2189970192,Malawi Government,MalawiGovt,1
216,Ghana,2189970192,Malawi Government,MalawiGovt,1
217,GirlChildAbuse,2189970192,Malawi Government,MalawiGovt,1
218,GirlsinICT,2189970192,Malawi Government,MalawiGovt,1
219,GlobalPeaceSummit,2189970192,Malawi Government,MalawiGovt,1
220,GoodFriday,2189970192,Malawi Government,MalawiGovt,3
221,GoodPlayLads,2189970192,Malawi Government,MalawiGovt,1
222,Graduation,2189970192,Malawi Government,MalawiGovt,1
223,Grateful,2189970192,Malawi Government,MalawiGovt,1
224,GraçaMachel,2189970192,Malawi Government,MalawiGovt,1
225,HLPF2020,2189970192,Malawi Government,MalawiGovt,1
226,HappyIndependenceDay,2189970192,Malawi Government,MalawiGovt,2
227,HeForShe,2189970192,Malawi Government,MalawiGovt,4
228,HeForSheBaton,2189970192,Malawi Government,MalawiGovt,1
229,Health,2189970192,Malawi Government,MalawiGovt,2
230,HealthSituationRoom,2189970192,Malawi Government,MalawiGovt,10
231,HighCommissioner,2189970192,Malawi Government,MalawiGovt,1
232,HopeForCancer,2189970192,Malawi Government,MalawiGovt,1
233,HopeforCancer,2189970192,Malawi Government,MalawiGovt,1
234,HospitalOmbudman,2189970192,Malawi Government,MalawiGovt,1
235,HospitalOmbudsman,2189970192,Malawi Government,MalawiGovt,7
236,Hotel,2189970192,Malawi Government,MalawiGovt,1
237,Housing,2189970192,Malawi Government,MalawiGovt,1
238,ICT,2189970192,Malawi Government,MalawiGovt,3
239,IMF,2189970192,Malawi Government,MalawiGovt,3
240,IMPACT,2189970192,Malawi Government,MalawiGovt,1
241,InaugurationMalawi2020,2189970192,Malawi Government,MalawiGovt,10
242,IndendenceDay,2189970192,Malawi Government,MalawiGovt,4
243,IndependeceDay,2189970192,Malawi Government,MalawiGovt,2
244,Independence,2189970192,Malawi Government,MalawiGovt,1
245,IndependenceDay,2189970192,Malawi Government,MalawiGovt,32
246,IndependenceDayAnniversary,2189970192,Malawi Government,MalawiGovt,1
247,IndependenceDayCelebrations,2189970192,Malawi Government,MalawiGovt,1
248,IndependnceDay,2189970192,Malawi Government,MalawiGovt,1
249,India,2189970192,Malawi Government,MalawiGovt,8
250,IndiaMalawi,2189970192,Malawi Government,MalawiGovt,2
251,Information,2189970192,Malawi Government,MalawiGovt,1
252,Inn,2189970192,Malawi Government,MalawiGovt,1
253,Integrity,2189970192,Malawi Government,MalawiGovt,1
254,Investment,2189970192,Malawi Government,MalawiGovt,2
255,Ireland,2189970192,Malawi Government,MalawiGovt,1
256,Irrigation,2189970192,Malawi Government,MalawiGovt,3
257,Islam,2189970192,Malawi Government,MalawiGovt,1
258,Israel,2189970192,Malawi Government,MalawiGovt,3
259,Japan,2189970192,Malawi Government,MalawiGovt,2
260,Japanese,2189970192,Malawi Government,MalawiGovt,1
261,JudicialAppointments,2189970192,Malawi Government,MalawiGovt,4
262,KFW,2189970192,Malawi Government,MalawiGovt,1
263,KIA,2189970192,Malawi Government,MalawiGovt,1
264,KamuzuBarrage,2189970192,Malawi Government,MalawiGovt,1
265,KamuzuBarrageOpening,2189970192,Malawi Government,MalawiGovt,19
266,Karonga,2189970192,Malawi Government,MalawiGovt,3
267,Kenya,2189970192,Malawi Government,MalawiGovt,5
268,LDC,2189970192,Malawi Government,MalawiGovt,1
269,LFC,2189970192,Malawi Government,MalawiGovt,1
270,LOVE,2189970192,Malawi Government,MalawiGovt,1
271,LagosPlan,2189970192,Malawi Government,MalawiGovt,1
272,LakeMalawi,2189970192,Malawi Government,MalawiGovt,6
273,LakeOfStars,2189970192,Malawi Government,MalawiGovt,1
274,LastMileRuralConnectivity,2189970192,Malawi Government,MalawiGovt,1
275,LeaveNoOneBehind,2189970192,Malawi Government,MalawiGovt,2
276,LeaveNooneBehind,2189970192,Malawi Government,MalawiGovt,1
277,Lekeni,2189970192,Malawi Government,MalawiGovt,54
278,Lesotho,2189970192,Malawi Government,MalawiGovt,5
279,Lilongwe,2189970192,Malawi Government,MalawiGovt,4
280,LilongweFloods,2189970192,Malawi Government,MalawiGovt,6
281,LingaWine,2189970192,Malawi Government,MalawiGovt,1
282,Lion,2189970192,Malawi Government,MalawiGovt,1
283,Lions,2189970192,Malawi Government,MalawiGovt,3
284,Liverpool,2189970192,Malawi Government,MalawiGovt,1
285,Lodge,2189970192,Malawi Government,MalawiGovt,1
286,London,2189970192,Malawi Government,MalawiGovt,6
287,MAIZE,2189970192,Malawi Government,MalawiGovt,1
288,MALAWI,2189970192,Malawi Government,MalawiGovt,7
289,MALAWIFLOODS2019,2189970192,Malawi Government,MalawiGovt,1
290,MAWvUGA,2189970192,Malawi Government,MalawiGovt,1
291,MBC,2189970192,Malawi Government,MalawiGovt,1
292,MDGs,2189970192,Malawi Government,MalawiGovt,1
293,MEC,2189970192,Malawi Government,MalawiGovt,6
294,MECPRESSER,2189970192,Malawi Government,MalawiGovt,2
295,MGDS,2189970192,Malawi Government,MalawiGovt,1
296,MGDS3,2189970192,Malawi Government,MalawiGovt,39
297,MIF2016,2189970192,Malawi Government,MalawiGovt,1
298,MONUSCO,2189970192,Malawi Government,MalawiGovt,1
299,MWC19,2189970192,Malawi Government,MalawiGovt,1
300,MWC2019,2189970192,Malawi Government,MalawiGovt,1
301,MaMoForum,2189970192,Malawi Government,MalawiGovt,7
302,MalariaVaccine,2189970192,Malawi Government,MalawiGovt,1
303,Malaw,2189970192,Malawi Government,MalawiGovt,2
304,MalawTourismExpo,2189970192,Malawi Government,MalawiGovt,1
305,Malawi,2189970192,Malawi Government,MalawiGovt,779
306,Malawi53,2189970192,Malawi Government,MalawiGovt,19
307,Malawi54,2189970192,Malawi Government,MalawiGovt,3
308,MalawiAt51,2189970192,Malawi Government,MalawiGovt,25
309,MalawiAt55,2189970192,Malawi Government,MalawiGovt,29
310,MalawiBudget,2189970192,Malawi Government,MalawiGovt,1
311,MalawiCabinet,2189970192,Malawi Government,MalawiGovt,6
312,MalawiChina,2189970192,Malawi Government,MalawiGovt,2
313,MalawiDecide2019,2189970192,Malawi Government,MalawiGovt,1
314,MalawiDecides,2189970192,Malawi Government,MalawiGovt,1
315,MalawiDecides2019,2189970192,Malawi Government,MalawiGovt,42
316,MalawiDecides2020,2189970192,Malawi Government,MalawiGovt,20
317,MalawiElections2019,2189970192,Malawi Government,MalawiGovt,53
318,MalawiFibreBackbone,2189970192,Malawi Government,MalawiGovt,36
319,MalawiFibrebackbone,2189970192,Malawi Government,MalawiGovt,5
320,MalawiFirst,2189970192,Malawi Government,MalawiGovt,1
321,MalawiFloods,2189970192,Malawi Government,MalawiGovt,17
322,MalawiFloods2019,2189970192,Malawi Government,MalawiGovt,15
323,MalawiHasDecided,2189970192,Malawi Government,MalawiGovt,1
324,MalawiID,2189970192,Malawi Government,MalawiGovt,46
325,MalawiInauguration2019,2189970192,Malawi Government,MalawiGovt,10
326,MalawiInauguration2020,2189970192,Malawi Government,MalawiGovt,1
327,MalawiInternationalTourismExpo2017,2189970192,Malawi Government,MalawiGovt,2
328,MalawiInvestmentForum,2189970192,Malawi Government,MalawiGovt,1
329,MalawiKenya,2189970192,Malawi Government,MalawiGovt,1
330,MalawiParliament,2189970192,Malawi Government,MalawiGovt,1
331,MalawiParliament2019,2189970192,Malawi Government,MalawiGovt,6
332,MalawiParliement2015,2189970192,Malawi Government,MalawiGovt,1
333,MalawiPolice,2189970192,Malawi Government,MalawiGovt,1
334,MalawiPower,2189970192,Malawi Government,MalawiGovt,8
335,MalawiQueens,2189970192,Malawi Government,MalawiGovt,5
336,MalawiSONA2019,2189970192,Malawi Government,MalawiGovt,5
337,MalawiTobacco,2189970192,Malawi Government,MalawiGovt,13
338,MalawiTourismExpo,2189970192,Malawi Government,MalawiGovt,11
339,MalawiTourismExpo2018,2189970192,Malawi Government,MalawiGovt,4
340,MalawiVotes2019,2189970192,Malawi Government,MalawiGovt,1
341,Malawian,2189970192,Malawi Government,MalawiGovt,3
342,Malawians,2189970192,Malawi Government,MalawiGovt,15
343,Malawiat51,2189970192,Malawi Government,MalawiGovt,9
344,MamoForum,2189970192,Malawi Government,MalawiGovt,1
345,MarriageLater,2189970192,Malawi Government,MalawiGovt,50
346,Maternal,2189970192,Malawi Government,MalawiGovt,2
347,MercyJamesCentre,2189970192,Malawi Government,MalawiGovt,1
348,Mining,2189970192,Malawi Government,MalawiGovt,1
349,MinistryOfHealth,2189970192,Malawi Government,MalawiGovt,1
350,MissAlbinism,2189970192,Malawi Government,MalawiGovt,2
351,MissMalawi2018,2189970192,Malawi Government,MalawiGovt,1
352,Mlambe_One_Stop_Center,2189970192,Malawi Government,MalawiGovt,1
353,Mlambe_One_Stop_Service_Center,2189970192,Malawi Government,MalawiGovt,1
354,Morocco,2189970192,Malawi Government,MalawiGovt,1
355,Mozambique,2189970192,Malawi Government,MalawiGovt,4
356,Mugabe,2189970192,Malawi Government,MalawiGovt,1
357,Mumbai,2189970192,Malawi Government,MalawiGovt,1
358,Music,2189970192,Malawi Government,MalawiGovt,1
359,Muslims,2189970192,Malawi Government,MalawiGovt,2
360,Mutharika,2189970192,Malawi Government,MalawiGovt,2
361,MutharikaInauguration,2189970192,Malawi Government,MalawiGovt,1
362,MutharikaInauguration2019,2189970192,Malawi Government,MalawiGovt,6
363,MwBoatTragedy,2189970192,Malawi Government,MalawiGovt,2
364,MwParliament,2189970192,Malawi Government,MalawiGovt,95
365,MyMalawiID,2189970192,Malawi Government,MalawiGovt,1
366,Mzuni,2189970192,Malawi Government,MalawiGovt,1
367,NWC2015,2189970192,Malawi Government,MalawiGovt,3
368,Namibia,2189970192,Malawi Government,MalawiGovt,4
369,Netball,2189970192,Malawi Government,MalawiGovt,3
370,NewYear,2189970192,Malawi Government,MalawiGovt,2
371,Newyear,2189970192,Malawi Government,MalawiGovt,1
372,Ngoni,2189970192,Malawi Government,MalawiGovt,1
373,Norway,2189970192,Malawi Government,MalawiGovt,2
374,PEACE,2189970192,Malawi Government,MalawiGovt,1
375,PMNCH,2189970192,Malawi Government,MalawiGovt,1
376,PUBLICAPPOINTMENT,2189970192,Malawi Government,MalawiGovt,1
377,PUBLICAPPOINTMENTS,2189970192,Malawi Government,MalawiGovt,1
378,Paraffin,2189970192,Malawi Government,MalawiGovt,1
379,Parliament,2189970192,Malawi Government,MalawiGovt,1
380,Party,2189970192,Malawi Government,MalawiGovt,1
381,PatriciaKaliati,2189970192,Malawi Government,MalawiGovt,2
382,Patriotism,2189970192,Malawi Government,MalawiGovt,1
383,Peace,2189970192,Malawi Government,MalawiGovt,2
384,Peacekeepers,2189970192,Malawi Government,MalawiGovt,1
385,PeterMutharika,2189970192,Malawi Government,MalawiGovt,1
386,Petrol,2189970192,Malawi Government,MalawiGovt,1
387,PoppyDay,2189970192,Malawi Government,MalawiGovt,1
388,Population,2189970192,Malawi Government,MalawiGovt,3
389,Power,2189970192,Malawi Government,MalawiGovt,2
390,Prayers,2189970192,Malawi Government,MalawiGovt,1
391,President,2189970192,Malawi Government,MalawiGovt,3
392,PresidentSpecialAddress,2189970192,Malawi Government,MalawiGovt,1
393,PresidentialSwearingIn,2189970192,Malawi Government,MalawiGovt,6
394,PresidentialSweatingIn,2189970192,Malawi Government,MalawiGovt,1
395,PrinceHarry,2189970192,Malawi Government,MalawiGovt,5
396,Progress,2189970192,Malawi Government,MalawiGovt,1
397,ProudOfYou,2189970192,Malawi Government,MalawiGovt,1
398,ProudOfYourEffort,2189970192,Malawi Government,MalawiGovt,1
399,Qatar,2189970192,Malawi Government,MalawiGovt,1
400,RIP,2189970192,Malawi Government,MalawiGovt,3
401,RIPMathewTalbot,2189970192,Malawi Government,MalawiGovt,1
402,RUSSIAAFRICA,2189970192,Malawi Government,MalawiGovt,1
403,Rainfall,2189970192,Malawi Government,MalawiGovt,1
404,Rains,2189970192,Malawi Government,MalawiGovt,1
405,RemembranceDay,2189970192,Malawi Government,MalawiGovt,1
406,RemembranceSunday,2189970192,Malawi Government,MalawiGovt,2
407,Rhinos,2189970192,Malawi Government,MalawiGovt,1
408,RoyalVisitAfrica,2189970192,Malawi Government,MalawiGovt,1
409,RoyalVisitMalawi,2189970192,Malawi Government,MalawiGovt,4
410,Russia,2189970192,Malawi Government,MalawiGovt,4
411,RussiaAfricaSummit,2189970192,Malawi Government,MalawiGovt,1
412,Rwanda,2189970192,Malawi Government,MalawiGovt,1
413,SACJF,2189970192,Malawi Government,MalawiGovt,2
414,SADC,2189970192,Malawi Government,MalawiGovt,9
415,SADC2015,2189970192,Malawi Government,MalawiGovt,1
416,SADCMediaAwards2016,2189970192,Malawi Government,MalawiGovt,1
417,SAPMIL,2189970192,Malawi Government,MalawiGovt,1
418,SAfmTalkingPoint,2189970192,Malawi Government,MalawiGovt,1
419,SDGs,2189970192,Malawi Government,MalawiGovt,4
420,SONA,2189970192,Malawi Government,MalawiGovt,2
421,SONA2016,2189970192,Malawi Government,MalawiGovt,2
422,SONA2017,2189970192,Malawi Government,MalawiGovt,60
423,SONA2018,2189970192,Malawi Government,MalawiGovt,27
424,SadHomeComing,2189970192,Malawi Government,MalawiGovt,1
425,SadcMediaAwards,2189970192,Malawi Government,MalawiGovt,1
426,SadcMediaAwards2019,2189970192,Malawi Government,MalawiGovt,2
427,SadcSummit2019,2189970192,Malawi Government,MalawiGovt,4
428,Sanitation,2189970192,Malawi Government,MalawiGovt,1
429,SateliteTVLaunch,2189970192,Malawi Government,MalawiGovt,1
430,Scholarships,2189970192,Malawi Government,MalawiGovt,2
431,School,2189970192,Malawi Government,MalawiGovt,1
432,Science,2189970192,Malawi Government,MalawiGovt,1
433,Scotland,2189970192,Malawi Government,MalawiGovt,1
434,Scottish,2189970192,Malawi Government,MalawiGovt,1
